Name,Condition,Price,Location,Link,Description,Car_code,Năm sản xuất:,Tình trạng:,Xuất xứ:,Kiểu dáng:,Động cơ:,Màu ngoại thất:,Màu nội thất:,Số chỗ ngồi:,Số cửa:,Số Km đã đi:
Ford Ranger XLS 2.0L 4x2 AT - 2023, Xe mới,672 Triệu,TP HCM,https://bonbanh.com/xe-ford-ranger-xls-2.0l-4x2-at-2023-5287959," *Xe lắp ráp trong nước, màu đen, máy dầu 2.0 L, số tự động ... ",Mã: 5287959,2023.0,Xe mới,Lắp ráp trong nước,Bán tải / Pickup,Dầu  2.0 L,Đen,Ghi,5 chỗ,4 cửa,
Honda City G 1.5 AT - 2023, Xe mới,509 Triệu,Hà Nội,https://bonbanh.com/xe-honda-city-g-1.5-at-2023-5348778," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.5 L, số tự động ... ",Mã: 5348778,2023.0,Xe mới,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Trắng,Đen,5 chỗ,4 cửa,
Toyota Corolla Cross 1.8V - 2024, Xe mới,840 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2024-4897843," *Xe nhập khẩu, màu trắng, máy xăng 1.8 L, số tự động ... ",Mã: 4897843,2024.0,Xe mới,Nhập khẩu,SUV,Xăng  1.8 L,Trắng,Nâu,5 chỗ,5 cửa,
Mercedes Benz GLC 300 4Matic - 2022, Xe cũ,2 Tỷ 139 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-4889608," *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động, đã đi 9,000 km ... ",Mã: 4889608,2022.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.0 L,Đen,Nâu,5 chỗ,5 cửa,"9,000 Km"
Kia Carnival Luxury 2.2D - 2023, Xe mới,1 Tỷ 179 Triệu,TP HCM,https://bonbanh.com/xe-kia-carnival-luxury-2.2d-2023-5283162," *Xe lắp ráp trong nước, màu xanh, máy dầu 2.2 L, số tự động ... ",Mã: 5283162,2023.0,Xe mới,Lắp ráp trong nước,Van/Minivan,Dầu  2.2 L,Xanh,Nâu,8 chỗ,5 cửa,
Hyundai Accent 1.4 AT - 2014, Xe cũ,330 Triệu,Hậu Giang,https://bonbanh.com/xe-hyundai-accent-1.4-at-2014-5302712," *Xe nhập khẩu, màu trắng, máy xăng 1.4 L, số tự động, đã đi 76,000 km ... ",Mã: 5302712,2014.0,Xe đã dùng,Nhập khẩu,Hatchback,Xăng  1.4 L,Trắng,Kem,5 chỗ,5 cửa,"76,000 Km"
Kia Forte SX 1.6 AT - 2012, Xe cũ,305 Triệu,Hậu Giang,https://bonbanh.com/xe-kia-forte-sx-1.6-at-2012-5323738," *Xe lắp ráp trong nước, màu ghi, máy xăng 1.6 L, số tự động, đã đi 83,000 km ... ",Mã: 5323738,2012.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.6 L,Ghi,Đen,5 chỗ,4 cửa,"83,000 Km"
Lexus ES 300h - 2024, Xe mới,3 Tỷ 140 Triệu,Hà Nội,https://bonbanh.com/xe-lexus-es-300h-2024-5389794," *Xe nhập khẩu, màu đen, xe hybrid 2.5 L, số tự động ... ",Mã: 5389794,2024.0,Xe mới,Nhập khẩu,Sedan,Hybrid  2.5 L,Đen,Nâu,5 chỗ,4 cửa,
Mercedes Benz GL GL 350 CDI 4Matic - 2013, Xe cũ,1 Tỷ 288 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-gl-gl-350-cdi-4matic-2013-5340352," *Xe nhập khẩu, màu đen, máy dầu 3.0 L, số tự động, đã đi 92,000 km ... ",Mã: 5340352,2013.0,Xe đã dùng,Nhập khẩu,SUV,Dầu  3.0 L,Đen,-,7 chỗ,5 cửa,"92,000 Km"
Mazda CX5 Luxury 2.0 AT - 2021, Xe cũ,755 Triệu,Hà Nội,https://bonbanh.com/xe-mazda-cx5-luxury-2.0-at-2021-5429523," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động, đã đi 53,000 km ... ",Mã: 5429523,2021.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.0 L,Trắng,Đen,5 chỗ,5 cửa,"53,000 Km"
Honda City 1.5 - 2019, Xe cũ,419 Triệu,Hậu Giang,https://bonbanh.com/xe-honda-city-1.5-2019-5405057," *Xe lắp ráp trong nước, màu đỏ, máy xăng 1.5 L, số tự động, đã đi 22,000 km ... ",Mã: 5405057,2019.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Đỏ,Đen,5 chỗ,4 cửa,"22,000 Km"
Toyota Fortuner 2.4G 4x2 MT - 2018, Xe cũ,729 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-mt-2018-5281784," *Xe nhập khẩu, màu bạc, máy dầu 2.4 L, số tay, đã đi 79,000 km ... ",Mã: 5281784,2018.0,Xe đã dùng,Nhập khẩu,SUV,Dầu  2.4 L,Bạc,Nhiều màu,7 chỗ,5 cửa,"79,000 Km"
Nissan X trail 2.0 2WD - 2017, Xe cũ,690 Triệu,Hà Nội,https://bonbanh.com/xe-nissan-x_trail-2.0-2wd-2017-4621295," *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động, đã đi 49,000 km ... ",Mã: 4621295,2017.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.0 L,Đen,Đen,7 chỗ,5 cửa,"49,000 Km"
Mazda CX8 Luxury - 2023, Xe mới,949 Triệu,TP HCM,https://bonbanh.com/xe-mazda-cx8-luxury-2023-4909143," *Xe lắp ráp trong nước, màu xanh, máy xăng 2.5 L, số tự động ... ",Mã: 4909143,2023.0,Xe mới,Lắp ráp trong nước,SUV,Xăng  2.5 L,Xanh,Nâu,7 chỗ,5 cửa,
Mitsubishi Xpander Premium 1.5 AT - 2023, Xe mới,658 Triệu,Hà Nội,https://bonbanh.com/xe-mitsubishi-xpander-premium-1.5-at-2023-4881840," *Xe nhập khẩu, màu đỏ, máy xăng 1.5 L, số tự động ... ",Mã: 4881840,2023.0,Xe mới,Nhập khẩu,SUV,Xăng  1.5 L,Đỏ,-,7 chỗ,5 cửa,
Volkswagen Viloran Luxury - 2024, Xe mới,2 Tỷ 188 Triệu,Hà Nội,https://bonbanh.com/xe-volkswagen-viloran-luxury-2024-5422269," *Xe nhập khẩu, màu trắng, máy xăng 2.0 L, số tự động ... ",Mã: 5422269,2024.0,Xe mới,Nhập khẩu,Van/Minivan,Xăng  2.0 L,Trắng,Nâu,7 chỗ,5 cửa,
Toyota Fortuner 2.5G - 2015, Xe cũ,565 Triệu,TP HCM,https://bonbanh.com/xe-toyota-fortuner-2.5g-2015-5355859," *Xe lắp ráp trong nước, màu ghi, máy dầu 2.5 L, số tay, đã đi 114,000 km ... ",Mã: 5355859,2015.0,Xe đã dùng,Lắp ráp trong nước,SUV,Dầu  2.5 L,Ghi,Kem,7 chỗ,5 cửa,"114,000 Km"
Mercedes Benz GLC 300 4Matic - 2022, Xe cũ,2 Tỷ 95 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-4680842," *Xe lắp ráp trong nước, màu xám, máy xăng 2.0 L, số tự động, đã đi 50 km ... ",Mã: 4680842,2022.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.0 L,Xám,Đen,5 chỗ,5 cửa,50 Km
Mercedes Benz GLC 200 4Matic - 2022, Xe cũ,1 Tỷ 939 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2022-5369127," *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động, đã đi 16 km ... ",Mã: 5369127,2022.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.0 L,Đen,Kem,5 chỗ,5 cửa,16 Km
Mitsubishi Attrage Premium 1.2 CVT - 2024, Xe mới,490 Triệu,TP HCM,https://bonbanh.com/xe-mitsubishi-attrage-premium-1.2-cvt-2024-5183219," *Xe nhập khẩu, màu đỏ, máy xăng 1.2 L, số tự động ... ",Mã: 5183219,2024.0,Xe mới,Nhập khẩu,Sedan,Xăng  1.2 L,Đỏ,Đen,5 chỗ,4 cửa,
Suzuki Swift 1.4 AT - 2015, Xe cũ,305 Triệu,Hà Nội,https://bonbanh.com/xe-suzuki-swift-1.4-at-2015-5376000," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.4 L, số tự động, đã đi 84,000 km ... ",Mã: 5376000,2015.0,Xe đã dùng,Lắp ráp trong nước,Hatchback,Xăng  1.4 L,Trắng,Đen,5 chỗ,5 cửa,"84,000 Km"
Toyota Land Cruiser 3.5 V6 - 2024, Xe mới,4 Tỷ 286 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-land_cruiser-3.5-v6-2024-5303842," *Xe nhập khẩu, màu đen, máy xăng 3.4 L, số tự động ... ",Mã: 5303842,2024.0,Xe mới,Nhập khẩu,SUV,Xăng  3.4 L,Đen,-,7 chỗ,5 cửa,
Mercedes Benz GLC 200 4Matic - 2023, Xe mới,2 Tỷ 299 Triệu,Hải Phòng,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2023-5168896," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động ... ",Mã: 5168896,2023.0,Xe mới,Lắp ráp trong nước,SUV,Xăng  2.0 L,Trắng,Nâu,5 chỗ,5 cửa,
Mercedes Benz GLS 450 4Matic - 2024, Xe mới,5 Tỷ 329 Triệu,Quảng Ninh,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2024-5376182," *Xe nhập khẩu, màu xanh, máy xăng 3.0 L, số tự động ... ",Mã: 5376182,2024.0,Xe mới,Nhập khẩu,SUV,Xăng  3.0 L,Xanh,Kem,7 chỗ,5 cửa,
Mercedes Benz E class E200 Exclusive - 2021, Xe cũ,1 Tỷ 599 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-e_class-e200-exclusive-2021-5370532," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động, đã đi 56,000 km ... ",Mã: 5370532,2021.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Trắng,Đen,5 chỗ,4 cửa,"56,000 Km"
Ford Everest Titanium 2.0L 4x2 AT - 2019, Xe cũ,868 Triệu,Hà Nội,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2019-5443722," *Xe nhập khẩu, màu đen, máy dầu 2.0 L, số tự động, đã đi 64,000 km ... ",Mã: 5443722,2019.0,Xe đã dùng,Nhập khẩu,SUV,Dầu  2.0 L,Đen,Đen,7 chỗ,5 cửa,"64,000 Km"
Mercedes Benz GLC 300 4Matic - 2022, Xe cũ,2 Tỷ 150 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-4933890," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động, đã đi 1,089 km ... ",Mã: 4933890,2022.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.0 L,Trắng,Đen,5 chỗ,5 cửa,"1,089 Km"
Honda CRV G - 2018, Xe cũ,699 Triệu,Hà Nội,https://bonbanh.com/xe-honda-crv-g-2018-5430353," *Xe nhập khẩu, màu trắng, máy xăng 1.5 L, số tự động, đã đi 80,000 km ... ",Mã: 5430353,2018.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  1.5 L,Trắng,Đen,7 chỗ,5 cửa,"80,000 Km"
Mitsubishi Outlander 2.0 CVT - 2023, Xe mới,755 Triệu,Hà Nội,https://bonbanh.com/xe-mitsubishi-outlander-2.0-cvt-2023-5361282," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động ... ",Mã: 5361282,2023.0,Xe mới,Lắp ráp trong nước,SUV,Xăng  2.0 L,Trắng,Đen,7 chỗ,5 cửa,
Honda CRV e:HEV RS - 2023, Xe mới,1 Tỷ 199 Triệu,Hà Nội,https://bonbanh.com/xe-honda-crv-e-hev-rs-2023-5300521," *Xe nhập khẩu, màu trắng, xe hybrid 2.0 L, số tự động ... ",Mã: 5300521,2023.0,Xe mới,Nhập khẩu,SUV,Hybrid  2.0 L,Trắng,-,5 chỗ,5 cửa,
LandRover Range Rover Sport HSE - 2014, Xe cũ,1 Tỷ 970 Triệu,TP HCM,https://bonbanh.com/xe-landrover-range_rover_sport-hse-2014-5428566," *Xe nhập khẩu, màu đen, máy xăng 3.0 L, số tự động, đã đi 80,000 km ... ",Mã: 5428566,2014.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  3.0 L,Đen,Kem,5 chỗ,5 cửa,"80,000 Km"
Hyundai Accent 1.4 AT Đặc Biệt - 2022, Xe cũ,479 Triệu,Bắc Ninh,https://bonbanh.com/xe-hyundai-accent-1.4-at-dac-biet-2022-5431048," *Xe lắp ráp trong nước, màu đồng, máy xăng 1.4 L, số tự động, đã đi 34,000 km ... ",Mã: 5431048,2022.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.4 L,Đồng,Nhiều màu,5 chỗ,4 cửa,"34,000 Km"
Toyota Venza 3.5 AWD - 2010, Xe cũ,465 Triệu,TP HCM,https://bonbanh.com/xe-toyota-venza-3.5-awd-2010-5440835," *Xe nhập khẩu, màu trắng, máy xăng 3.5 L, số tự động, đã đi 78,000 km ... ",Mã: 5440835,2010.0,Xe đã dùng,Nhập khẩu,Crossover,Xăng  3.5 L,Trắng,Trắng,5 chỗ,5 cửa,"78,000 Km"
Mini Cooper Countryman - 2021, Xe cũ,1 Tỷ 888 Triệu,TP HCM,https://bonbanh.com/xe-mini-cooper-countryman-2021-5441363," *Xe nhập khẩu, màu bạc, máy xăng 1.5 L, số tự động, đã đi 8,888 km ... ",Mã: 5441363,2021.0,Xe đã dùng,Nhập khẩu,Hatchback,Xăng  1.5 L,Bạc,Đen,5 chỗ,5 cửa,"8,888 Km"
Mercedes Benz V class V250 Avantgarde - 2016, Xe cũ,1 Tỷ 55 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-v_class-v250-avantgarde-2016-5317454," *Xe nhập khẩu, màu xanh, máy xăng 2.0 L, số tự động ... ",Mã: 5317454,2016.0,Xe đã dùng,Nhập khẩu,Van/Minivan,Xăng  2.0 L,Xanh,Kem,7 chỗ,5 cửa,0 Km
Mercedes Benz E class E200 Exclusive - 2021, Xe cũ,1 Tỷ 739 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-e_class-e200-exclusive-2021-5417912," *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.0 L, số tự động, đã đi 23,900 km ... ",Mã: 5417912,2021.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Đỏ,Nâu,5 chỗ,4 cửa,"23,900 Km"
Mercedes Benz GLS 450 4Matic - 2021, Xe cũ,3 Tỷ 998 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2021-5433989," *Xe nhập khẩu, màu trắng, máy xăng 3.0 L, số tự động, đã đi 25,000 km ... ",Mã: 5433989,2021.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  3.0 L,Trắng,Nâu,7 chỗ,5 cửa,"25,000 Km"
Hyundai Tucson 2.0 AT Tiêu chuẩn - 2021, Xe cũ,999 Triệu,TP HCM,https://bonbanh.com/xe-hyundai-tucson-2.0-at-tieu-chuan-2021-5419733," *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.0 L, số tự động, đã đi 6,000 km ... ",Mã: 5419733,2021.0,Xe đã dùng,Lắp ráp trong nước,Crossover,Xăng  2.0 L,Đỏ,Kem,5 chỗ,5 cửa,"6,000 Km"
Lexus RX 200t - 2017, Xe cũ,1 Tỷ 990 Triệu,TP HCM,https://bonbanh.com/xe-lexus-rx-200t-2017-5425570," *Xe nhập khẩu, màu trắng, máy xăng 2.0 L, số tự động, đã đi 50,000 km ... ",Mã: 5425570,2017.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  2.0 L,Trắng,Nâu,5 chỗ,5 cửa,"50,000 Km"
MG 5 Luxury 1.5 AT - 2023, Xe mới,475 Triệu,Hà Nội,https://bonbanh.com/xe-mg-5-luxury-1.5-at-2023-5363148," *Xe nhập khẩu, màu trắng, máy xăng 1.5 L, số tự động ... ",Mã: 5363148,2023.0,Xe mới,Nhập khẩu,Sedan,Xăng  1.5 L,Trắng,Đen,5 chỗ,4 cửa,
Chevrolet Trailblazer LTZ 2.5L VGT 4x4 AT - 2018, Xe cũ,645 Triệu,Hà Nội,https://bonbanh.com/xe-chevrolet-trailblazer-ltz-2.5l-vgt-4x4-at-2018-5442818," *Xe nhập khẩu, màu đen, máy dầu 2.5 L, số tự động, đã đi 50,000 km ... ",Mã: 5442818,2018.0,Xe đã dùng,Nhập khẩu,SUV,Dầu  2.5 L,Đen,Nâu,7 chỗ,5 cửa,"50,000 Km"
Lexus ES 300h - 2023, Xe mới,3 Tỷ 140 Triệu,Hà Nội,https://bonbanh.com/xe-lexus-es-300h-2023-5240478," *Xe nhập khẩu, màu xanh, xe hybrid 2.5 L, số tự động ... ",Mã: 5240478,2023.0,Xe mới,Nhập khẩu,Sedan,Hybrid  2.5 L,Xanh,Nâu,5 chỗ,4 cửa,
Mercedes Benz GLC 300 4Matic - 2022, Xe cũ,2 Tỷ 450 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-5328556," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động, đã đi 30 km ... ",Mã: 5328556,2022.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.0 L,Trắng,Đen,5 chỗ,5 cửa,30 Km
Lexus ES 250 - 2020, Xe cũ,1 Tỷ 950 Triệu,Hà Nội,https://bonbanh.com/xe-lexus-es-250-2020-5417970," *Xe nhập khẩu, màu đỏ, máy xăng 2.5 L, số tự động, đã đi 28,000 km ... ",Mã: 5417970,2020.0,Xe đã dùng,Nhập khẩu,Sedan,Xăng  2.5 L,Đỏ,Nâu,5 chỗ,4 cửa,"28,000 Km"
Mazda 2 1.5 AT - 2023, Xe mới,410 Triệu,Thanh Hóa,https://bonbanh.com/xe-mazda-2-1.5-at-2023-5408575," *Xe nhập khẩu, màu trắng, máy xăng 1.5 L, số tự động ... ",Mã: 5408575,2023.0,Xe mới,Nhập khẩu,Sedan,Xăng  1.5 L,Trắng,Đen,5 chỗ,4 cửa,
BMW X5 xDrive40i xLine - 2019, Xe cũ,2 Tỷ 660 Triệu,Hà Nội,https://bonbanh.com/xe-bmw-x5-xdrive40i-xline-2019-5432116," *Xe nhập khẩu, màu trắng, máy xăng 3.0 L, số tự động, đã đi 29,000 km ... ",Mã: 5432116,2019.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  3.0 L,Trắng,Nâu,7 chỗ,5 cửa,"29,000 Km"
MG RX5 1.5T LUX - 2023, Xe mới,829 Triệu,Hải Phòng,https://bonbanh.com/xe-mg-rx5-1.5t-lux-2023-5291816," *Xe nhập khẩu, màu xám, máy xăng 1.5 L, số tự động ... ",Mã: 5291816,2023.0,Xe mới,Nhập khẩu,Crossover,Xăng  1.5 L,Xám,Đen,5 chỗ,5 cửa,
Toyota Raize G 1.0 CVT - 2024, Xe mới,492 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-raize-g-1.0-cvt-2024-5387343," *Xe nhập khẩu, màu đỏ, máy xăng 1.0 L, số tự động ... ",Mã: 5387343,2024.0,Xe mới,Nhập khẩu,SUV,Xăng  1.0 L,Đỏ,Đen,5 chỗ,5 cửa,
Toyota Land Cruiser 3.5 V6 - 2024, Xe mới,4 Tỷ 286 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-land_cruiser-3.5-v6-2024-5277901," *Xe nhập khẩu, màu trắng, máy xăng 3.4 L, số tự động ... ",Mã: 5277901,2024.0,Xe mới,Nhập khẩu,SUV,Xăng  3.4 L,Trắng,Đen,7 chỗ,5 cửa,
Cadillac Escalade 6.2 V8 - 2015, Xe cũ,2 Tỷ 681 Triệu,TP HCM,https://bonbanh.com/xe-cadillac-escalade-6.2-v8-2015-5402742," *Xe nhập khẩu, màu nâu, máy xăng 6.2 L, số tự động, đã đi 80,000 km ... ",Mã: 5402742,2015.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  6.2 L,Nâu,Vàng,7 chỗ,5 cửa,"80,000 Km"
Mercedes Benz GLC 300 4Matic - 2022, Xe cũ,2 Tỷ 79 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-5368580," *Xe lắp ráp trong nước, màu xám, máy xăng 2.0 L, số tự động, đã đi 9,800 km ... ",Mã: 5368580,2022.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.0 L,Xám,Đen,5 chỗ,5 cửa,"9,800 Km"
Mitsubishi Xpander Premium 1.5 AT - 2023, Xe mới,610 Triệu,Hà Nội,https://bonbanh.com/xe-mitsubishi-xpander-premium-1.5-at-2023-5335432," *Xe nhập khẩu, màu bạc, máy xăng 1.5 L, số tự động ... ",Mã: 5335432,2023.0,Xe mới,Nhập khẩu,SUV,Xăng  1.5 L,Bạc,-,7 chỗ,5 cửa,
Mazda CX5 Premium 2.0 AT - 2023, Xe mới,839 Triệu,Hải Phòng,https://bonbanh.com/xe-mazda-cx5-premium-2.0-at-2023-5089294," *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.0 L, số tự động ... ",Mã: 5089294,2023.0,Xe mới,Lắp ráp trong nước,SUV,Xăng  2.0 L,Đỏ,-,5 chỗ,5 cửa,
Porsche Panamera 4 Executive - 2021, Xe cũ,6 Tỷ 600 Triệu,TP HCM,https://bonbanh.com/xe-porsche-panamera-4-executive-2021-5309297," *Xe nhập khẩu, máy xăng 2.9 L, số tự động, đã đi 22,000 km ... ",Mã: 5309297,2021.0,Xe đã dùng,Nhập khẩu,Sedan,Xăng  2.9 L,Màu khác,Đỏ,4 chỗ,4 cửa,"22,000 Km"
Ford Everest Titanium 2.0L 4x4 AT - 2019, Xe cũ,938 Triệu,TP HCM,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x4-at-2019-5242084," *Xe nhập khẩu, màu bạc, máy dầu 2.0 L, số tự động, đã đi 35,000 km ... ",Mã: 5242084,2019.0,Xe đã dùng,Nhập khẩu,SUV,Dầu  2.0 L,Bạc,Đen,7 chỗ,5 cửa,"35,000 Km"
VinFast Fadil 1.4 AT Plus - 2021, Xe cũ,336 Triệu,Hải Phòng,https://bonbanh.com/xe-vinfast-fadil-1.4-at-plus-2021-5427614," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.4 L, số tự động, đã đi 18,000 km ... ",Mã: 5427614,2021.0,Xe đã dùng,Lắp ráp trong nước,Hatchback,Xăng  1.4 L,Trắng,Ghi,5 chỗ,5 cửa,"18,000 Km"
Peugeot 408 GT 1.6 AT - 2023, Xe mới,1 Tỷ 39 Triệu,Hà Nội,https://bonbanh.com/xe-peugeot-408-gt-1.6-at-2023-5388914," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.6 L, số tự động ... ",Mã: 5388914,2023.0,Xe mới,Lắp ráp trong nước,Crossover,Xăng  1.6 L,Trắng,-,5 chỗ,5 cửa,
Mercedes Benz E class E200 Exclusive - 2021, Xe cũ,1 Tỷ 739 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-e_class-e200-exclusive-2021-5433293," *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.0 L, số tự động, đã đi 24,000 km ... ",Mã: 5433293,2021.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Đỏ,Nâu,5 chỗ,4 cửa,"24,000 Km"
Mercedes Benz ML Class ML350 - 2008, Xe cũ,293 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-ml_class-ml350-2008-5442012," *Xe nhập khẩu, màu đen, máy xăng 3.5 L, số tự động, đã đi 90,000 km ... ",Mã: 5442012,2008.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  3.5 L,Đen,-,5 chỗ,5 cửa,"90,000 Km"
Morgan Plus Six - 2023, Xe mới,8 Tỷ 600 Triệu,Hà Nội,https://bonbanh.com/xe-morgan-plus_six--2023-5089841," *Xe nhập khẩu, màu xanh, máy xăng , số tự động ... ",Mã: 5089841,2023.0,Xe mới,Nhập khẩu,Sedan,Xăng,Xanh,Đen,5 chỗ,2 cửa,
Mazda BT50 Deluxe 2.2L 4x2 AT - 2021, Xe cũ,560 Triệu,TP HCM,https://bonbanh.com/xe-mazda-bt50-deluxe-2.2l-4x2-at-2021-5428666," *Xe nhập khẩu, màu xanh, máy dầu 2.2 L, số tự động, đã đi 35,000 km ... ",Mã: 5428666,2021.0,Xe đã dùng,Nhập khẩu,Bán tải / Pickup,Dầu  2.2 L,Xanh,Đen,5 chỗ,4 cửa,"35,000 Km"
Ford Everest Titanium 2.0L 4x4 AT - 2020, Xe cũ,948 Triệu,TP HCM,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x4-at-2020-5334549," *Xe nhập khẩu, màu đen, máy dầu 2.0 L, số tự động, đã đi 42,000 km ... ",Mã: 5334549,2020.0,Xe đã dùng,Nhập khẩu,SUV,Dầu  2.0 L,Đen,Đen,7 chỗ,5 cửa,"42,000 Km"
VinFast VF9 Plus - 2023, Xe mới,1 Tỷ 670 Triệu,Hà Nội,https://bonbanh.com/xe-vinfast-vf9-plus-2023-5283700," *Xe lắp ráp trong nước, màu xanh, xe điện , số tự động ... ",Mã: 5283700,2023.0,Xe mới,Lắp ráp trong nước,SUV,Điện  0.2 L,Xanh,Nâu,7 chỗ,5 cửa,
Ford Transit Tiêu chuẩn - 2023, Xe mới,759 Triệu,Hà Nội,https://bonbanh.com/xe-ford-transit-tieu-chuan-2023-5198467," *Xe lắp ráp trong nước, màu trắng, máy dầu 2.2 L, số tay ... ",Mã: 5198467,2023.0,Xe mới,Lắp ráp trong nước,Van/Minivan,Dầu  2.2 L,Trắng,Ghi,16 chỗ,4 cửa,
Porsche Cayenne 3.6 V6 - 2014, Xe cũ,1 Tỷ 290 Triệu,TP HCM,https://bonbanh.com/xe-porsche-cayenne-3.6-v6-2014-5410694," *Xe nhập khẩu, màu đen, máy xăng 3.6 L, số tự động, đã đi 90,000 km ... ",Mã: 5410694,2014.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  3.6 L,Đen,Nâu,5 chỗ,5 cửa,"90,000 Km"
Mercedes Benz E class E200 - 2020, Xe cũ,1 Tỷ 189 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-e_class-e200-2020-5444304," *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.0 L, số tự động, đã đi 80,450 km ... ",Mã: 5444304,2020.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Đỏ,Đen,5 chỗ,4 cửa,"80,450 Km"
Ford Explorer Limited 2.3L EcoBoost - 2023, Xe mới,1 Tỷ 999 Triệu,Hà Nội,https://bonbanh.com/xe-ford-explorer-limited-2.3l-ecoboost-2023-4875320," *Xe nhập khẩu, màu đen, máy xăng 2.3 L, số tự động ... ",Mã: 4875320,2023.0,Xe mới,Nhập khẩu,SUV,Xăng  2.3 L,Đen,Đen,7 chỗ,5 cửa,
Mercedes Benz E class E300 AMG - 2023, Xe cũ,2 Tỷ 399 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2023-5432097," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động, đã đi 30,000 km ... ",Mã: 5432097,2023.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Trắng,Nâu,5 chỗ,4 cửa,"30,000 Km"
