Name,Condition,Price,Location,Link,Description,Car_code,Năm sản xuất:,Tình trạng:,Số Km đã đi:,Xuất xứ:,Kiểu dáng:,Động cơ:,Màu ngoại thất:,Màu nội thất:,Số chỗ ngồi:,Số cửa:
Ford Everest Titanium 2.0L 4x4 AT - 2020, Xe cũ,969 Triệu,TP HCM,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x4-at-2020-5449581," *Xe nhập khẩu, màu đen, máy dầu 2.0 L, số tự động, đã đi 42,000 km ... ",Mã: 5449581,2020.0,Xe đã dùng,"42,000 Km",Nhập khẩu,SUV,Dầu  2.0 L,Đen,Đen,7 chỗ,5 cửa
Ford Everest Titanium 2.0L 4x2 AT - 2019, Xe cũ,865 Triệu,Hà Nội,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2019-5438491," *Xe nhập khẩu, màu trắng, máy dầu 2.0 L, số tự động, đã đi 50,000 km ... ",Mã: 5438491,2019.0,Xe đã dùng,"50,000 Km",Nhập khẩu,SUV,Dầu  2.0 L,Trắng,Đen,7 chỗ,5 cửa
Mazda 6 Signature Premium 2.5 AT - 2020, Xe cũ,699 Triệu,Hà Nội,https://bonbanh.com/xe-mazda-6-signature-premium-2.5-at-2020-5404300," *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.5 L, số tự động, đã đi 70,000 km ... ",Mã: 5404300,2020.0,Xe đã dùng,"70,000 Km",Lắp ráp trong nước,Sedan,Xăng  2.5 L,Đỏ,Đen,5 chỗ,4 cửa
Kia Cerato 1.6 AT Deluxe - 2021, Xe cũ,507 Triệu,Hà Nội,https://bonbanh.com/xe-kia-cerato-1.6-at-deluxe-2021-5423700," *Xe lắp ráp trong nước, màu đen, máy xăng 1.6 L, số tự động, đã đi 30,000 km ... ",Mã: 5423700,2021.0,Xe đã dùng,"30,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.6 L,Đen,Kem,5 chỗ,4 cửa
Toyota Innova 2.0E - 2016, Xe cũ,318 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-innova-2.0e-2016-4919276," *Xe lắp ráp trong nước, màu vàng, máy xăng 2.0 L, số tay, đã đi 80,963 km ... ",Mã: 4919276,2016.0,Xe đã dùng,"80,963 Km",Lắp ráp trong nước,Crossover,Xăng  2.0 L,Vàng,Kem,8 chỗ,5 cửa
Toyota Fortuner 2.7V 4x4 AT - 2017, Xe cũ,755 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x4-at-2017-5238529," *Xe nhập khẩu, màu đen, máy xăng 2.7 L, số tự động, đã đi 40,000 km ... ",Mã: 5238529,2017.0,Xe đã dùng,"40,000 Km",Nhập khẩu,SUV,Xăng  2.7 L,Đen,Nâu,7 chỗ,5 cửa
Mitsubishi Xpander Cross 1.5 AT - 2021, Xe cũ,569 Triệu,Hưng Yên,https://bonbanh.com/xe-mitsubishi-xpander-cross-1.5-at-2021-5356163," *Xe nhập khẩu, màu đen, máy xăng 1.5 L, số tự động, đã đi 26,666 km ... ",Mã: 5356163,2021.0,Xe đã dùng,"26,666 Km",Nhập khẩu,SUV,Xăng  1.5 L,Đen,Nhiều màu,7 chỗ,5 cửa
Toyota Land Cruiser GX 4.5 - 2007, Xe cũ,698 Triệu,Phú Thọ,https://bonbanh.com/xe-toyota-land_cruiser-gx-4.5-2007-5380628," *Xe lắp ráp trong nước, màu ghi, máy xăng 4.5 L, số tay, đã đi 130,000 km ... ",Mã: 5380628,2007.0,Xe đã dùng,"130,000 Km",Lắp ráp trong nước,SUV,Xăng  4.5 L,Ghi,Ghi,8 chỗ,5 cửa
Kia Optima 2.0 AT - 2018, Xe cũ,598 Triệu,Quảng Ninh,https://bonbanh.com/xe-kia-optima-2.0-at-2018-5159538," *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động ... ",Mã: 5159538,2018.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Đen,Kem,5 chỗ,4 cửa
MG 5 Luxury 1.5 AT - 2022, Xe cũ,468 Triệu,Hà Nội,https://bonbanh.com/xe-mg-5-luxury-1.5-at-2022-5234329," *Xe nhập khẩu, màu vàng, máy xăng 1.5 L, số tự động, đã đi 10,000 km ... ",Mã: 5234329,2022.0,Xe đã dùng,"10,000 Km",Nhập khẩu,Sedan,Xăng  1.5 L,Vàng,Đen,5 chỗ,4 cửa
Lexus LS 460L - 2013, Xe cũ,1 Tỷ 799 Triệu,TP HCM,https://bonbanh.com/xe-lexus-ls-460l-2013-5434168," *Xe nhập khẩu, màu đen, máy xăng 4.6 L, số tự động, đã đi 52,000 km ... ",Mã: 5434168,2013.0,Xe đã dùng,"52,000 Km",Nhập khẩu,Sedan,Xăng  4.6 L,Đen,Đen,5 chỗ,4 cửa
Mitsubishi Xpander 1.5 AT - 2020, Xe cũ,520 Triệu,Thái Nguyên,https://bonbanh.com/xe-mitsubishi-xpander-1.5-at-2020-5315796," *Xe nhập khẩu, màu trắng, máy xăng 1.5 L, số tự động, đã đi 50,000 km ... ",Mã: 5315796,2020.0,Xe đã dùng,"50,000 Km",Nhập khẩu,SUV,Xăng  1.5 L,Trắng,Đen,7 chỗ,5 cửa
Mercedes Benz C class C200 Exclusive - 2019, Xe cũ,1 Tỷ 90 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-c_class-c200-exclusive-2019-5452074," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động, đã đi 30,000 km ... ",Mã: 5452074,2019.0,Xe đã dùng,"30,000 Km",Lắp ráp trong nước,Sedan,Xăng  2.0 L,Trắng,Kem,5 chỗ,4 cửa
BMW X6 xDrive35i - 2008, Xe cũ,499 Triệu,TP HCM,https://bonbanh.com/xe-bmw-x6-xdrive35i-2008-5421973," *Xe nhập khẩu, màu xanh, máy xăng 3.0 L, số tự động, đã đi 79,000 km ... ",Mã: 5421973,2008.0,Xe đã dùng,"79,000 Km",Nhập khẩu,SUV,Xăng  3.0 L,Xanh,Kem,5 chỗ,5 cửa
Peugeot 3008 AL - 2022, Xe cũ,888 Triệu,Hà Nội,https://bonbanh.com/xe-peugeot-3008-al-2022-5438255," *Xe lắp ráp trong nước, màu đen, máy xăng 1.6 L, số tự động, đã đi 30,000 km ... ",Mã: 5438255,2022.0,Xe đã dùng,"30,000 Km",Lắp ráp trong nước,Crossover,Xăng  1.6 L,Đen,Đen,5 chỗ,5 cửa
Hyundai Accent 1.4 AT - 2024, Xe mới,460 Triệu,Hà Nội,https://bonbanh.com/xe-hyundai-accent-1.4-at-2024-5166227," *Xe lắp ráp trong nước, màu bạc, máy xăng 1.4 L, số tự động ... ",Mã: 5166227,2024.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng  1.4 L,Bạc,-,5 chỗ,4 cửa
Mini Cooper S 3Dr - 2015, Xe cũ,835 Triệu,Hà Nội,https://bonbanh.com/xe-mini-cooper-s-3dr-2015-5439971," *Xe nhập khẩu, màu đỏ, máy xăng 2.0 L, số tự động, đã đi 45,000 km ... ",Mã: 5439971,2015.0,Xe đã dùng,"45,000 Km",Nhập khẩu,Coupe,Xăng  2.0 L,Đỏ,Đen,4 chỗ,3 cửa
Toyota Innova 2.0E - 2015, Xe cũ,365 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-innova-2.0e-2015-5415066," *Xe lắp ráp trong nước, màu bạc, máy xăng 2.0 L, số tay, đã đi 110,000 km ... ",Mã: 5415066,2015.0,Xe đã dùng,"110,000 Km",Lắp ráp trong nước,Crossover,Xăng  2.0 L,Bạc,Kem,8 chỗ,5 cửa
Mercedes Benz C class C300 AMG - 2019, Xe cũ,1 Tỷ 280 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2019-5373901," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động ... ",Mã: 5373901,2019.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Trắng,Đen,5 chỗ,4 cửa
Ford EcoSport Titanium 1.5L AT - 2019, Xe cũ,442 Triệu,TP HCM,https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2019-5434891," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.5 L, số tự động, đã đi 60,000 km ... ",Mã: 5434891,2019.0,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,SUV,Xăng  1.5 L,Trắng,Đen,5 chỗ,5 cửa
Hyundai Elantra 2.0 AT - 2021, Xe cũ,525 Triệu,Hà Nội,https://bonbanh.com/xe-hyundai-elantra-2.0-at-2021-5419057," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động ... ",Mã: 5419057,2021.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Trắng,Kem,5 chỗ,4 cửa
Audi A1 1.4 TFSI - 2010, Xe cũ,368 Triệu,Hà Nội,https://bonbanh.com/xe-audi-a1-1.4-tfsi-2010-5358508," *Xe nhập khẩu, màu đỏ, máy xăng 1.4 L, số tự động ... ",Mã: 5358508,2010.0,Xe đã dùng,0 Km,Nhập khẩu,Hatchback,Xăng  1.4 L,Đỏ,Kem,4 chỗ,3 cửa
Toyota Camry 2.0Q - 2022, Xe cũ,1 Tỷ 90 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-camry-2.0q-2022-5422612," *Xe nhập khẩu, màu đen, máy xăng 2.0 L, số tự động, đã đi 17,000 km ... ",Mã: 5422612,2022.0,Xe đã dùng,"17,000 Km",Nhập khẩu,Sedan,Xăng  2.0 L,Đen,Kem,5 chỗ,4 cửa
Mitsubishi Xpander Premium 1.5 AT - 2022, Xe cũ,595 Triệu,Lâm Đồng,https://bonbanh.com/xe-mitsubishi-xpander-premium-1.5-at-2022-5406181," *Xe nhập khẩu, màu trắng, máy xăng 1.5 L, số tự động, đã đi 30,000 km ... ",Mã: 5406181,2022.0,Xe đã dùng,"30,000 Km",Nhập khẩu,SUV,Xăng  1.5 L,Trắng,Đen,7 chỗ,5 cửa
Ferrari Portofino M 3.9 V8 - 2021, Xe cũ,9 Tỷ 900 Triệu,Hà Nội,https://bonbanh.com/xe-ferrari-portofino-m-3.9-v8-2021-5325686," *Xe nhập khẩu, màu đỏ, máy xăng 3.9 L, số tự động, đã đi 8,000 km ... ",Mã: 5325686,2021.0,Xe đã dùng,"8,000 Km",Nhập khẩu,Convertible/Cabriolet,Xăng  3.9 L,Đỏ,Đen,4 chỗ,2 cửa
Hyundai SantaFe Premium 2.4L HTRAC - 2020, Xe cũ,915 Triệu,Hà Nội,https://bonbanh.com/xe-hyundai-santafe-premium-2.4l-htrac-2020-5440596," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.4 L, số tự động, đã đi 60,000 km ... ",Mã: 5440596,2020.0,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,SUV,Xăng  2.4 L,Trắng,Nâu,7 chỗ,5 cửa
Mazda CX5 2.0 AT - 2016, Xe cũ,545 Triệu,Hải Dương,https://bonbanh.com/xe-mazda-cx5-2.0-at-2016-5396816," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động, đã đi 80,000 km ... ",Mã: 5396816,2016.0,Xe đã dùng,"80,000 Km",Lắp ráp trong nước,SUV,Xăng  2.0 L,Trắng,Đen,5 chỗ,5 cửa
Toyota Vios E CVT - 2022, Xe cũ,495 Triệu,TP HCM,https://bonbanh.com/xe-toyota-vios-e-cvt-2022-5441769," *Xe lắp ráp trong nước, màu nâu, máy xăng 1.5 L, số tự động, đã đi 13,000 km ... ",Mã: 5441769,2022.0,Xe đã dùng,"13,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.5 L,Nâu,Kem,5 chỗ,4 cửa
Toyota Camry 2.5HV - 2023, Xe mới,1 Tỷ 460 Triệu,TP HCM,https://bonbanh.com/xe-toyota-camry-2.5hv-2023-4279267," *Xe nhập khẩu, màu trắng, xe hybrid 2.5 L, số tự động ... ",Mã: 4279267,2023.0,Xe mới,,Nhập khẩu,Sedan,Hybrid  2.5 L,Trắng,Kem,5 chỗ,4 cửa
Mercedes Benz GLC 300 4Matic - 2020, Xe cũ,1 Tỷ 620 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2020-5438783," *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.0 L, số tự động, đã đi 18,000 km ... ",Mã: 5438783,2020.0,Xe đã dùng,"18,000 Km",Lắp ráp trong nước,SUV,Xăng  2.0 L,Đỏ,Đen,5 chỗ,5 cửa
Ford Ranger XLS 2.0L 4x2 AT - 2023, Xe mới,699 Triệu,Bình Dương,https://bonbanh.com/xe-ford-ranger-xls-2.0l-4x2-at-2023-5260989," *Xe lắp ráp trong nước, màu đen, máy dầu 2.0 L, số tự động ... ",Mã: 5260989,2023.0,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Dầu  2.0 L,Đen,Xám,5 chỗ,4 cửa
Ford Territory Titanium 1.5 AT - 2023, Xe mới,909 Triệu,Hải Dương,https://bonbanh.com/xe-ford-territory-titanium-1.5-at-2023-4724007," *Xe lắp ráp trong nước, màu đen, máy xăng 1.5 L, số tự động ... ",Mã: 4724007,2023.0,Xe mới,,Lắp ráp trong nước,SUV,Xăng  1.5 L,Đen,Đen,5 chỗ,5 cửa
Toyota Corolla Cross 1.8V - 2024, Xe mới,843 Triệu,TP HCM,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2024-4620740," *Xe nhập khẩu, màu trắng, máy xăng 1.8 L, số tự động ... ",Mã: 4620740,2024.0,Xe mới,,Nhập khẩu,SUV,Xăng  1.8 L,Trắng,Đỏ,5 chỗ,5 cửa
Toyota Corolla Cross 1.8V - 2021, Xe cũ,789 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2021-5415602," *Xe nhập khẩu, màu trắng, máy xăng 1.8 L, số tự động, đã đi 34,000 km ... ",Mã: 5415602,2021.0,Xe đã dùng,"34,000 Km",Nhập khẩu,SUV,Xăng  1.8 L,Trắng,Đen,5 chỗ,5 cửa
Ford Everest 2.5L 4x2 AT - 2013, Xe cũ,410 Triệu,TP HCM,https://bonbanh.com/xe-ford-everest-2.5l-4x2-at-2013-5395621," *Xe lắp ráp trong nước, màu cát, máy dầu 2.5 L, số tự động, đã đi 97,000 km ... ",Mã: 5395621,2013.0,Xe đã dùng,"97,000 Km",Lắp ráp trong nước,SUV,Dầu  2.5 L,Cát,Kem,7 chỗ,5 cửa
Ford Transit Van - 2014, Xe cũ,325 Triệu,TP HCM,https://bonbanh.com/xe-ford-transit-van-2014-5435100," *Xe lắp ráp trong nước, màu bạc, máy dầu 2.4 L, số tay, đã đi 11,000 km ... ",Mã: 5435100,2014.0,Xe đã dùng,"11,000 Km",Lắp ráp trong nước,Van/Minivan,Dầu  2.4 L,Bạc,Ghi,6 chỗ,4 cửa
Toyota Corolla Cross 1.8V - 2022, Xe cũ,785 Triệu,Đồng Nai,https://bonbanh.com/xe-toyota-corolla_cross-1.8v-2022-5434657," *Xe nhập khẩu, màu xanh, máy xăng 1.8 L, số tự động ... ",Mã: 5434657,2022.0,Xe đã dùng,0 Km,Nhập khẩu,SUV,Xăng  1.8 L,Xanh,Đen,5 chỗ,5 cửa
Toyota Alphard Luxury Executive Lounge - 2023, Xe mới,4 Tỷ 280 Triệu,TP HCM,https://bonbanh.com/xe-toyota-alphard-luxury-executive-lounge-2023-5026405," *Xe nhập khẩu, màu trắng, máy xăng 3.5 L, số tự động ... ",Mã: 5026405,2023.0,Xe mới,,Nhập khẩu,Van/Minivan,Xăng  3.5 L,Trắng,Kem,7 chỗ,5 cửa
Toyota Vios 1.5E MT - 2020, Xe cũ,337 Triệu,Đăk Lăk,https://bonbanh.com/xe-toyota-vios-1.5e-mt-2020-5432383," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.5 L, số tay, đã đi 75,000 km ... ",Mã: 5432383,2020.0,Xe đã dùng,"75,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.5 L,Trắng,Đen,5 chỗ,4 cửa
LandRover Range Rover Autobiography LWB 3.0 V6 - 2019, Xe cũ,6 Tỷ 900 Triệu,Hà Nội,https://bonbanh.com/xe-landrover-range_rover-autobiography-lwb-3.0-v6-2019-5402016," *Xe nhập khẩu, màu trắng, máy xăng 3.0 L, số tự động, đã đi 33,000 km ... ",Mã: 5402016,2019.0,Xe đã dùng,"33,000 Km",Nhập khẩu,SUV,Xăng  3.0 L,Trắng,Nâu,4 chỗ,5 cửa
Mercedes Benz E class E250 - 2013, Xe cũ,550 Triệu,Lạng Sơn,https://bonbanh.com/xe-mercedes_benz-e_class-e250-2013-5224846," *Xe lắp ráp trong nước, màu xanh, máy xăng 2.0 L, số tự động, đã đi 100,000 km ... ",Mã: 5224846,2013.0,Xe đã dùng,"100,000 Km",Lắp ráp trong nước,Sedan,Xăng  2.0 L,Xanh,Đen,5 chỗ,4 cửa
Mitsubishi Triton Athlete 4x2 AT - 2023, Xe mới,780 Triệu,TP HCM,https://bonbanh.com/xe-mitsubishi-triton-athlete-4x2-at-2023-5308761," *Xe nhập khẩu, màu trắng, máy dầu 2.4 L, số tự động ... ",Mã: 5308761,2023.0,Xe mới,,Nhập khẩu,Bán tải / Pickup,Dầu  2.4 L,Trắng,Nhiều màu,5 chỗ,4 cửa
Ford Ranger XLS 2.2L 4x2 AT - 2016, Xe cũ,445 Triệu,Đăk Lăk,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2016-5258814," *Xe nhập khẩu, màu ghi, máy dầu 2.2 L, số tự động, đã đi 72,000 km ... ",Mã: 5258814,2016.0,Xe đã dùng,"72,000 Km",Nhập khẩu,Bán tải / Pickup,Dầu  2.2 L,Ghi,Màu khác,5 chỗ,4 cửa
Toyota Prado TXL 2.7L - 2016, Xe cũ,1 Tỷ 299 Triệu,Hà Nam,https://bonbanh.com/xe-toyota-prado-txl-2.7l-2016-5367264," *Xe nhập khẩu, màu đen, máy xăng 2.7 L, số tự động, đã đi 100,000 km ... ",Mã: 5367264,2016.0,Xe đã dùng,"100,000 Km",Nhập khẩu,SUV,Xăng  2.7 L,Đen,Đen,7 chỗ,5 cửa
Toyota Fortuner 2.7V 4X2 AT - 2016, Xe cũ,488 Triệu,Bắc Ninh,https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2016-5418313," *Xe lắp ráp trong nước, màu bạc, máy xăng 2.7 L, số tự động, đã đi 120,000 km ... ",Mã: 5418313,2016.0,Xe đã dùng,"120,000 Km",Lắp ráp trong nước,SUV,Xăng  2.7 L,Bạc,Kem,7 chỗ,5 cửa
Mercedes Benz C class C180 - 2020, Xe cũ,895 Triệu,Đà Nẵng,https://bonbanh.com/xe-mercedes_benz-c_class-c180-2020-5262152," *Xe lắp ráp trong nước, màu đỏ, máy xăng 1.5 L, số tự động, đã đi 50,000 km ... ",Mã: 5262152,2020.0,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.5 L,Đỏ,Kem,5 chỗ,4 cửa
Kia Morning GT-Line - 2021, Xe cũ,375 Triệu,Hà Nội,https://bonbanh.com/xe-kia-morning-gt-line-2021-5320194," *Xe lắp ráp trong nước, màu cam, máy xăng 1.25 L, số tự động, đã đi 6,000 km ... ",Mã: 5320194,2021.0,Xe đã dùng,"6,000 Km",Lắp ráp trong nước,Hatchback,Xăng  1.25 L,Cam,Nhiều màu,5 chỗ,5 cửa
LandRover Defender 110 SE P300 2.0 AT - 2022, Xe cũ,3 Tỷ 990 Triệu,TP HCM,https://bonbanh.com/xe-landrover-defender-110-se-p300-2.0-at-2022-5288928," *Xe nhập khẩu, màu xanh, máy xăng 2.0 L, số tự động, đã đi 18,000 km ... ",Mã: 5288928,2022.0,Xe đã dùng,"18,000 Km",Nhập khẩu,SUV,Xăng  2.0 L,Xanh,Xám,7 chỗ,5 cửa
Hyundai Tucson 2.0 AT Tiêu chuẩn - 2021, Xe cũ,689 Triệu,Hà Nội,https://bonbanh.com/xe-hyundai-tucson-2.0-at-tieu-chuan-2021-5429806," *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động, đã đi 48,000 km ... ",Mã: 5429806,2021.0,Xe đã dùng,"48,000 Km",Lắp ráp trong nước,Crossover,Xăng  2.0 L,Đen,Kem,5 chỗ,5 cửa
Ford Fiesta S 1.0AT Ecoboost - 2016, Xe cũ,315 Triệu,Hà Nội,https://bonbanh.com/xe-ford-fiesta-s-1.0at-ecoboost-2016-5287087," *Xe lắp ráp trong nước, màu xám, máy xăng 1.0 L, số tự động, đã đi 50,000 km ... ",Mã: 5287087,2016.0,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,Hatchback,Xăng  1.0 L,Xám,Đen,5 chỗ,5 cửa
Mitsubishi Jolie SS - 2005, Xe cũ,138 Triệu,Đồng Nai,https://bonbanh.com/xe-mitsubishi-jolie-ss-2005-5299330," *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tay, đã đi 150,000 km ... ",Mã: 5299330,2005.0,Xe đã dùng,"150,000 Km",Lắp ráp trong nước,SUV,Xăng  2.0 L,Đen,Kem,8 chỗ,5 cửa
Ford Escape XLS 2.3L 4x2 AT - 2012, Xe cũ,298 Triệu,Ninh Bình,https://bonbanh.com/xe-ford-escape-xls-2.3l-4x2-at-2012-5183039," *Xe lắp ráp trong nước, màu bạc, máy xăng 2.3 L, số tự động, đã đi 130,000 km ... ",Mã: 5183039,2012.0,Xe đã dùng,"130,000 Km",Lắp ráp trong nước,SUV,Xăng  2.3 L,Bạc,Kem,5 chỗ,5 cửa
MG ZS Luxury 1.5 AT 2WD - 2022, Xe cũ,510 Triệu,TP HCM,https://bonbanh.com/xe-mg-zs-luxury-1.5-at-2wd-2022-5408632," *Xe nhập khẩu, màu trắng, máy xăng 1.5 L, số tự động, đã đi 6,000 km ... ",Mã: 5408632,2022.0,Xe đã dùng,"6,000 Km",Nhập khẩu,Crossover,Xăng  1.5 L,Trắng,Đen,5 chỗ,5 cửa
Mercedes Benz C class C250 CGI - 2010, Xe cũ,295 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-c_class-c250-cgi-2010-5438061," *Xe lắp ráp trong nước, màu đen, máy xăng 1.8 L, số tự động, đã đi 12,000 km ... ",Mã: 5438061,2010.0,Xe đã dùng,"12,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.8 L,Đen,Đen,5 chỗ,4 cửa
Ford Everest - 2024, Xe mới,1 Tỷ 210 Triệu,Hà Nội,https://bonbanh.com/xe-ford-everest--2024-5339844," *Xe nhập khẩu, màu đỏ, máy dầu 2.0 L, số tự động ... ",Mã: 5339844,2024.0,Xe mới,,Nhập khẩu,SUV,Dầu  2.0 L,Đỏ,Kem,7 chỗ,5 cửa
Kia Cerato 1.6 AT Deluxe - 2020, Xe cũ,455 Triệu,Đăk Lăk,https://bonbanh.com/xe-kia-cerato-1.6-at-deluxe-2020-5442102," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.6 L, số tự động, đã đi 68,000 km ... ",Mã: 5442102,2020.0,Xe đã dùng,"68,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.6 L,Trắng,-,5 chỗ,4 cửa
Toyota Wigo 1.2 AT - 2021, Xe cũ,340 Triệu,Vĩnh Phúc,https://bonbanh.com/xe-toyota-wigo-1.2-at-2021-5405302," *Xe nhập khẩu, màu đỏ, máy xăng 1.2 L, số tự động, đã đi 10,000 km ... ",Mã: 5405302,2021.0,Xe đã dùng,"10,000 Km",Nhập khẩu,Hatchback,Xăng  1.2 L,Đỏ,Đen,5 chỗ,5 cửa
Lexus LX 600 Urban - 2023, Xe mới,8 Tỷ 500 Triệu,Hà Nội,https://bonbanh.com/xe-lexus-lx-600-urban-2023-5379713," *Xe nhập khẩu, màu đen, máy xăng 3.4 L, số tự động ... ",Mã: 5379713,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng  3.4 L,Đen,Nâu,7 chỗ,5 cửa
VinFast VF5 Plus - 2023, Xe cũ,409 Triệu,Hà Nội,https://bonbanh.com/xe-vinfast-vf5-plus-2023-5373457," *Xe lắp ráp trong nước, màu trắng, xe điện , số tự động, đã đi 25 km ... ",Mã: 5373457,2023.0,Xe đã dùng,25 Km,Lắp ráp trong nước,SUV,Điện,Trắng,Đen,5 chỗ,5 cửa
Toyota Veloz Cross 1.5 CVT - 2023, Xe cũ,625 Triệu,TP HCM,https://bonbanh.com/xe-toyota-veloz-cross-1.5-cvt-2023-5423617," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.5 L, số tự động, đã đi 3,600 km ... ",Mã: 5423617,2023.0,Xe đã dùng,"3,600 Km",Lắp ráp trong nước,SUV,Xăng  1.5 L,Trắng,Đen,7 chỗ,5 cửa
Ford Ranger Raptor 2.0L 4x4 AT - 2023, Xe mới,1 Tỷ 254 Triệu,Hà Nội,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2023-5015804," *Xe nhập khẩu, màu cam, máy dầu 2.0 L, số tự động ... ",Mã: 5015804,2023.0,Xe mới,,Nhập khẩu,Bán tải / Pickup,Dầu  2.0 L,Cam,Đen,5 chỗ,4 cửa
Peugeot 5008 Allure 1.6 AT - 2021, Xe cũ,839 Triệu,TP HCM,https://bonbanh.com/xe-peugeot-5008-allure-1.6-at-2021-5434000," *Xe lắp ráp trong nước, màu xanh, máy xăng 1.6 L, số tự động, đã đi 40,000 km ... ",Mã: 5434000,2021.0,Xe đã dùng,"40,000 Km",Lắp ráp trong nước,SUV,Xăng  1.6 L,Xanh,Đen,7 chỗ,5 cửa
Porsche Macan 2.0 - 2021, Xe cũ,3 Tỷ 80 Triệu,Hà Nội,https://bonbanh.com/xe-porsche-macan-2.0-2021-5349840," *Xe nhập khẩu, màu đen, máy xăng 2.0 L, số tự động, đã đi 38,000 km ... ",Mã: 5349840,2021.0,Xe đã dùng,"38,000 Km",Nhập khẩu,SUV,Xăng  2.0 L,Đen,Đỏ,5 chỗ,5 cửa
Honda Civic 2.0 AT - 2014, Xe cũ,395 Triệu,TP HCM,https://bonbanh.com/xe-honda-civic-2.0-at-2014-5435083," *Xe lắp ráp trong nước, màu nâu, máy xăng 2.0 L, số tự động, đã đi 105,000 km ... ",Mã: 5435083,2014.0,Xe đã dùng,"105,000 Km",Lắp ráp trong nước,Sedan,Xăng  2.0 L,Nâu,Đen,5 chỗ,4 cửa
Mazda CX5 2.0 AT - 2018, Xe cũ,645 Triệu,Hà Nội,https://bonbanh.com/xe-mazda-cx5-2.0-at-2018-5427196," *Xe lắp ráp trong nước, màu xanh, máy xăng 2.0 L, số tự động ... ",Mã: 5427196,2018.0,Xe đã dùng,0 Km,Lắp ráp trong nước,SUV,Xăng  2.0 L,Xanh,Đen,5 chỗ,5 cửa
Ford Tourneo Limousine 2.0 AT - 2019, Xe cũ,819 Triệu,TP HCM,https://bonbanh.com/xe-ford-tourneo-limousine-2.0-at-2019-5435286," *Xe lắp ráp trong nước, màu nâu, máy xăng 2.0 L, số tự động, đã đi 64,000 km ... ",Mã: 5435286,2019.0,Xe đã dùng,"64,000 Km",Lắp ráp trong nước,Van/Minivan,Xăng  2.0 L,Nâu,Kem,7 chỗ,5 cửa
Toyota Camry 3.0V - 2005, Xe cũ,210 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-camry-3.0v-2005-5413237," *Xe lắp ráp trong nước, màu đen, máy xăng 3.0 L, số tự động, đã đi 150,089 km ... ",Mã: 5413237,2005.0,Xe đã dùng,"150,089 Km",Lắp ráp trong nước,Sedan,Xăng  3.0 L,Đen,Kem,5 chỗ,4 cửa
